entry,exit,period,cap,atr,regime,n,trades_per_year,excess,z,win,unit,per_trade_pct
Dragon C,close 10 bars,holdout,500M-2B,<3,all,585,2171,-0.823,-3.2,0.453,%,-0.82
Dragon C,close 10 bars,holdout,500M-2B,<3,bull,579,2149,-0.845,-3.3,0.451,%,-0.85
Dragon C,close 10 bars,holdout,500M-2B,3-5,all,810,3006,-0.848,-2.7,0.463,%,-0.85
Dragon C,close 10 bars,holdout,500M-2B,3-5,bull,795,2951,-0.868,-2.8,0.462,%,-0.87
Dragon C,close 10 bars,holdout,500M-2B,5-8,all,427,1585,-1.642,-2.3,0.494,%,-1.64
Dragon C,close 10 bars,holdout,500M-2B,5-8,bull,407,1511,-1.63,-2.2,0.494,%,-1.63
Dragon C,close 10 bars,holdout,2B-5B,all,all,4732,17562,-0.569,-3.5,0.495,%,-0.57
Dragon C,close 10 bars,holdout,2B-5B,all,bull,4618,17139,-0.497,-3.0,0.497,%,-0.5
Dragon C,close 10 bars,holdout,2B-5B,<3,all,1753,6506,-0.697,-4.8,0.468,%,-0.7
Dragon C,close 10 bars,holdout,2B-5B,<3,bull,1743,6469,-0.658,-4.5,0.47,%,-0.66
Dragon C,close 10 bars,holdout,2B-5B,3-5,all,2046,7593,-0.269,-1.4,0.512,%,-0.27
Dragon C,close 10 bars,holdout,2B-5B,3-5,bull,1990,7386,-0.274,-1.4,0.513,%,-0.27
Dragon C,close 10 bars,holdout,2B-5B,5-8,all,701,2602,-0.896,-1.4,0.506,%,-0.9
Dragon C,close 10 bars,holdout,2B-5B,5-8,bull,663,2461,-0.547,-0.8,0.51,%,-0.55
Dragon C,close 10 bars,holdout,>5B,all,all,8245,30600,0.101,0.9,0.519,%,0.1
Dragon C,close 10 bars,holdout,>5B,all,bull,8003,29702,0.119,1.0,0.519,%,0.12
Dragon C,close 10 bars,holdout,>5B,all,bear,242,898,-0.474,-0.7,0.529,%,-0.47
Dragon C,close 10 bars,holdout,>5B,<3,all,4726,17540,-0.032,-0.4,0.52,%,-0.03
Dragon C,close 10 bars,holdout,>5B,<3,bull,4650,17258,-0.004,-0.1,0.521,%,-0.0
Dragon C,close 10 bars,holdout,>5B,3-5,all,2693,9995,-0.106,-0.6,0.514,%,-0.11
Dragon C,close 10 bars,holdout,>5B,3-5,bull,2576,9560,-0.109,-0.6,0.512,%,-0.11
Dragon C,close 10 bars,holdout,>5B,5-8,all,705,2616,1.647,1.8,0.54,%,1.65
Dragon C,close 10 bars,holdout,>5B,5-8,bull,661,2453,1.624,1.7,0.534,%,1.62
Dragon C,hole down,in-sample,all,all,all,30962,42660,0.211,1.4,0.403,%,0.21
Dragon C,hole down,in-sample,all,all,bull,27321,37643,0.282,1.7,0.408,%,0.28
Dragon C,hole down,in-sample,all,all,bear,3641,5017,-0.325,-0.8,0.364,%,-0.33
Dragon C,hole down,in-sample,all,<3,all,15728,21670,0.178,1.9,0.385,%,0.18
Dragon C,hole down,in-sample,all,<3,bull,14455,19916,0.177,1.8,0.389,%,0.18
Dragon C,hole down,in-sample,all,<3,bear,1273,1754,0.188,0.8,0.336,%,0.19
Dragon C,hole down,in-sample,all,3-5,all,10740,14798,0.506,2.3,0.43,%,0.51
Dragon C,hole down,in-sample,all,3-5,bull,9335,12862,0.539,2.2,0.438,%,0.54
Dragon C,hole down,in-sample,all,3-5,bear,1405,1936,0.29,0.7,0.378,%,0.29
Dragon C,hole down,in-sample,all,5-8,all,3716,5120,2.225,2.8,0.413,%,2.22
Dragon C,hole down,in-sample,all,5-8,bull,2929,4036,2.692,2.8,0.427,%,2.69
Dragon C,hole down,in-sample,all,5-8,bear,787,1084,0.486,0.4,0.362,%,0.49
Dragon C,hole down,in-sample,500M-2B,all,all,3277,4515,-1.073,-2.0,0.369,%,-1.07
Dragon C,hole down,in-sample,500M-2B,all,bull,2908,4007,-1.081,-2.0,0.379,%,-1.08
Dragon C,hole down,in-sample,500M-2B,all,bear,369,508,-1.009,-0.5,0.293,%,-1.01
Dragon C,hole down,in-sample,500M-2B,<3,all,1102,1518,-0.847,-2.6,0.353,%,-0.85
Dragon C,hole down,in-sample,500M-2B,<3,bull,1031,1421,-0.733,-2.2,0.364,%,-0.73
Dragon C,hole down,in-sample,500M-2B,3-5,all,1342,1849,-0.846,-1.2,0.372,%,-0.85
Dragon C,hole down,in-sample,500M-2B,3-5,bull,1203,1657,-0.68,-0.9,0.381,%,-0.68
Dragon C,hole down,in-sample,500M-2B,5-8,all,677,933,3.055,2.0,0.418,%,3.05
Dragon C,hole down,in-sample,500M-2B,5-8,bull,553,762,3.754,2.1,0.438,%,3.75
Dragon C,hole down,in-sample,2B-5B,all,all,8980,12373,0.241,0.7,0.388,%,0.24
Dragon C,hole down,in-sample,2B-5B,all,bull,7958,10965,0.455,1.2,0.392,%,0.45
Dragon C,hole down,in-sample,2B-5B,all,bear,1022,1408,-1.425,-1.9,0.35,%,-1.43
Dragon C,hole down,in-sample,2B-5B,<3,all,3495,4815,-0.626,-3.4,0.349,%,-0.63
Dragon C,hole down,in-sample,2B-5B,<3,bull,3248,4475,-0.61,-3.2,0.352,%,-0.61
Dragon C,hole down,in-sample,2B-5B,<3,bear,247,340,-0.837,-1.6,0.308,%,-0.84
Dragon C,hole down,in-sample,2B-5B,3-5,all,3716,5120,0.494,1.4,0.419,%,0.49
Dragon C,hole down,in-sample,2B-5B,3-5,bull,3283,4523,0.604,1.6,0.426,%,0.6
Dragon C,hole down,in-sample,2B-5B,3-5,bear,433,597,-0.339,-0.5,0.365,%,-0.34
Dragon C,hole down,in-sample,2B-5B,5-8,all,1460,2012,5.539,3.5,0.414,%,5.54
Dragon C,hole down,in-sample,2B-5B,5-8,bull,1175,1619,6.46,3.4,0.428,%,6.46
Dragon C,hole down,in-sample,2B-5B,5-8,bear,285,393,1.744,0.9,0.354,%,1.74
Dragon C,hole down,in-sample,>5B,all,all,18660,25710,0.402,2.4,0.416,%,0.4
Dragon C,hole down,in-sample,>5B,all,bull,16414,22615,0.418,2.3,0.421,%,0.42
Dragon C,hole down,in-sample,>5B,all,bear,2246,3095,0.289,0.7,0.382,%,0.29
Dragon C,hole down,in-sample,>5B,<3,all,11101,15295,0.526,4.6,0.398,%,0.53
Dragon C,hole down,in-sample,>5B,<3,bull,10147,13981,0.513,4.2,0.403,%,0.51
Dragon C,hole down,in-sample,>5B,<3,bear,954,1314,0.658,2.4,0.354,%,0.66
Dragon C,hole down,in-sample,>5B,3-5,all,5676,7820,0.843,2.8,0.452,%,0.84
Dragon C,hole down,in-sample,>5B,3-5,bull,4846,6677,0.807,2.3,0.461,%,0.81
Dragon C,hole down,in-sample,>5B,3-5,bear,830,1144,1.051,1.9,0.399,%,1.05
Dragon C,hole down,in-sample,>5B,5-8,all,1576,2171,-1.169,-1.2,0.412,%,-1.17
Dragon C,hole down,in-sample,>5B,5-8,bull,1198,1651,-1.449,-1.2,0.422,%,-1.45
Dragon C,hole down,in-sample,>5B,5-8,bear,378,521,-0.281,-0.2,0.378,%,-0.28
Dragon C,hole down,holdout,all,all,all,14941,55451,0.493,2.2,0.352,%,0.49
Dragon C,hole down,holdout,all,all,bull,14539,53959,0.5,2.2,0.351,%,0.5
Dragon C,hole down,holdout,all,all,bear,402,1492,0.242,0.2,0.368,%,0.24
Dragon C,hole down,holdout,all,<3,all,7079,26273,-0.563,-4.3,0.329,%,-0.56
Dragon C,hole down,holdout,all,<3,bull,6987,25931,-0.528,-4.0,0.331,%,-0.53
Dragon C,hole down,holdout,all,3-5,all,5549,20594,0.974,3.0,0.361,%,0.97
Dragon C,hole down,holdout,all,3-5,bull,5361,19896,0.937,2.9,0.359,%,0.94
Dragon C,hole down,holdout,all,3-5,bear,188,698,2.019,1.1,0.426,%,2.02
Dragon C,hole down,holdout,all,5-8,all,1833,6803,4.358,3.7,0.415,%,4.36
Dragon C,hole down,holdout,all,5-8,bull,1731,6424,4.352,3.6,0.415,%,4.35
Dragon C,hole down,holdout,500M-2B,all,all,1943,7211,-1.4,-1.8,0.314,%,-1.4
Dragon C,hole down,holdout,500M-2B,all,bull,1897,7040,-1.554,-2.0,0.312,%,-1.55
Dragon C,hole down,holdout,500M-2B,<3,all,585,2171,-1.769,-4.9,0.279,%,-1.77
Dragon C,hole down,holdout,500M-2B,<3,bull,579,2149,-1.754,-4.8,0.278,%,-1.75
Dragon C,hole down,holdout,500M-2B,3-5,all,810,3006,-1.371,-1.7,0.3,%,-1.37
Dragon C,hole down,holdout,500M-2B,3-5,bull,795,2951,-1.582,-2.0,0.299,%,-1.58
Dragon C,hole down,holdout,500M-2B,5-8,all,427,1585,-2.037,-1.1,0.375,%,-2.04
Dragon C,hole down,holdout,500M-2B,5-8,bull,407,1511,-2.492,-1.4,0.371,%,-2.49
Dragon C,hole down,holdout,2B-5B,all,all,4732,17562,-0.868,-2.5,0.335,%,-0.87
Dragon C,hole down,holdout,2B-5B,all,bull,4618,17139,-0.841,-2.4,0.333,%,-0.84
Dragon C,hole down,holdout,2B-5B,<3,all,1753,6506,-1.701,-7.3,0.282,%,-1.7
Dragon C,hole down,holdout,2B-5B,<3,bull,1743,6469,-1.67,-7.1,0.283,%,-1.67
Dragon C,hole down,holdout,2B-5B,3-5,all,2046,7593,-0.285,-0.7,0.348,%,-0.28
Dragon C,hole down,holdout,2B-5B,3-5,bull,1990,7386,-0.357,-0.9,0.345,%,-0.36
Dragon C,hole down,holdout,2B-5B,5-8,all,701,2602,2.765,1.7,0.414,%,2.76
Dragon C,hole down,holdout,2B-5B,5-8,bull,663,2461,3.052,1.9,0.418,%,3.05
Dragon C,hole down,holdout,>5B,all,all,8245,30600,1.752,5.7,0.371,%,1.75
Dragon C,hole down,holdout,>5B,all,bull,8003,29702,1.794,5.7,0.371,%,1.79
Dragon C,hole down,holdout,>5B,all,bear,242,898,0.389,0.2,0.351,%,0.39
Dragon C,hole down,holdout,>5B,<3,all,4726,17540,0.009,0.1,0.352,%,0.01
Dragon C,hole down,holdout,>5B,<3,bull,4650,17258,0.053,0.3,0.355,%,0.05
Dragon C,hole down,holdout,>5B,3-5,all,2693,9995,2.636,5.0,0.388,%,2.64
Dragon C,hole down,holdout,>5B,3-5,bull,2576,9560,2.715,5.0,0.387,%,2.71
Dragon C,hole down,holdout,>5B,5-8,all,705,2616,9.815,4.2,0.441,%,9.81
Dragon C,hole down,holdout,>5B,5-8,bull,661,2453,9.87,4.0,0.439,%,9.87
hole up,bracket +2/−4 20b,in-sample,all,all,all,84970,117072,-0.032,-4.0,0.624,ATR,-0.1
hole up,bracket +2/−4 20b,in-sample,all,all,bull,74827,103097,-0.072,-8.5,0.622,ATR,-0.24
hole up,bracket +2/−4 20b,in-sample,all,all,bear,10143,13975,0.269,12.0,0.637,ATR,0.86
hole up,bracket +2/−4 20b,in-sample,all,<3,all,50784,69970,-0.024,-2.3,0.624,ATR,-0.02
hole up,bracket +2/−4 20b,in-sample,all,<3,bull,47065,64846,-0.066,-6.0,0.623,ATR,-0.11
hole up,bracket +2/−4 20b,in-sample,all,<3,bear,3719,5124,0.505,13.1,0.645,ATR,1.2
hole up,bracket +2/−4 20b,in-sample,all,3-5,all,24518,33781,-0.029,-2.0,0.633,ATR,-0.12
hole up,bracket +2/−4 20b,in-sample,all,3-5,bull,20789,28643,-0.064,-4.1,0.631,ATR,-0.24
hole up,bracket +2/−4 20b,in-sample,all,3-5,bear,3729,5138,0.165,4.4,0.641,ATR,0.58
hole up,bracket +2/−4 20b,in-sample,all,5-8,all,7812,10763,-0.062,-2.5,0.607,ATR,-0.35
hole up,bracket +2/−4 20b,in-sample,all,5-8,bull,5761,7938,-0.106,-3.6,0.606,ATR,-0.63
hole up,bracket +2/−4 20b,in-sample,all,5-8,bear,2051,2826,0.065,1.4,0.61,ATR,0.45
hole up,bracket +2/−4 20b,in-sample,500M-2B,all,all,8121,11189,-0.138,-5.4,0.6,ATR,-0.49
hole up,bracket +2/−4 20b,in-sample,500M-2B,all,bull,7021,9674,-0.159,-5.8,0.602,ATR,-0.56
hole up,bracket +2/−4 20b,in-sample,500M-2B,all,bear,1100,1516,-0.005,-0.1,0.585,ATR,-0.04
hole up,bracket +2/−4 20b,in-sample,500M-2B,<3,all,3305,4554,-0.153,-3.7,0.598,ATR,-0.29
hole up,bracket +2/−4 20b,in-sample,500M-2B,<3,bull,3035,4182,-0.179,-4.1,0.599,ATR,-0.35
hole up,bracket +2/−4 20b,in-sample,500M-2B,<3,bear,270,372,0.133,0.9,0.585,ATR,0.43
hole up,bracket +2/−4 20b,in-sample,500M-2B,3-5,all,3054,4208,-0.139,-3.4,0.61,ATR,-0.5
hole up,bracket +2/−4 20b,in-sample,500M-2B,3-5,bull,2658,3662,-0.15,-3.4,0.611,ATR,-0.53
hole up,bracket +2/−4 20b,in-sample,500M-2B,3-5,bear,396,546,-0.069,-0.6,0.598,ATR,-0.3
hole up,bracket +2/−4 20b,in-sample,500M-2B,5-8,all,1396,1923,-0.061,-1.0,0.599,ATR,-0.33
hole up,bracket +2/−4 20b,in-sample,500M-2B,5-8,bull,1080,1488,-0.079,-1.2,0.605,ATR,-0.44
hole up,bracket +2/−4 20b,in-sample,500M-2B,5-8,bear,316,435,0.0,0.0,0.579,ATR,0.05
hole up,bracket +2/−4 20b,in-sample,2B-5B,all,all,22374,30827,-0.082,-5.3,0.611,ATR,-0.26
hole up,bracket +2/−4 20b,in-sample,2B-5B,all,bull,19441,26786,-0.126,-7.7,0.609,ATR,-0.4
hole up,bracket +2/−4 20b,in-sample,2B-5B,all,bear,2933,4041,0.214,5.1,0.626,ATR,0.7
hole up,bracket +2/−4 20b,in-sample,2B-5B,<3,all,9961,13724,-0.099,-4.1,0.606,ATR,-0.19
hole up,bracket +2/−4 20b,in-sample,2B-5B,<3,bull,9168,12632,-0.152,-6.1,0.603,ATR,-0.3
hole up,bracket +2/−4 20b,in-sample,2B-5B,<3,bear,793,1093,0.51,6.1,0.639,ATR,1.06
hole up,bracket +2/−4 20b,in-sample,2B-5B,3-5,all,8452,11645,-0.072,-2.9,0.623,ATR,-0.28
hole up,bracket +2/−4 20b,in-sample,2B-5B,3-5,bull,7328,10097,-0.104,-4.0,0.622,ATR,-0.39
hole up,bracket +2/−4 20b,in-sample,2B-5B,3-5,bear,1124,1549,0.135,1.9,0.632,ATR,0.47
hole up,bracket +2/−4 20b,in-sample,2B-5B,5-8,all,3190,4395,-0.044,-1.1,0.611,ATR,-0.2
hole up,bracket +2/−4 20b,in-sample,2B-5B,5-8,bull,2417,3330,-0.082,-1.8,0.612,ATR,-0.45
hole up,bracket +2/−4 20b,in-sample,2B-5B,5-8,bear,773,1065,0.075,1.0,0.607,ATR,0.59
hole up,bracket +2/−4 20b,in-sample,>5B,all,all,54249,74744,0.004,0.4,0.632,ATR,0.01
hole up,bracket +2/−4 20b,in-sample,>5B,all,bull,48163,66359,-0.039,-3.7,0.63,ATR,-0.13
hole up,bracket +2/−4 20b,in-sample,>5B,all,bear,6086,8385,0.346,12.0,0.651,ATR,1.11
hole up,bracket +2/−4 20b,in-sample,>5B,<3,all,37322,51422,0.005,0.4,0.631,ATR,0.05
hole up,bracket +2/−4 20b,in-sample,>5B,<3,bull,34684,47788,-0.036,-2.8,0.629,ATR,-0.05
hole up,bracket +2/−4 20b,in-sample,>5B,<3,bear,2638,3635,0.543,11.9,0.652,ATR,1.33
hole up,bracket +2/−4 20b,in-sample,>5B,3-5,all,13004,17917,0.025,1.3,0.644,ATR,0.08
hole up,bracket +2/−4 20b,in-sample,>5B,3-5,bull,10800,14880,-0.015,-0.7,0.642,ATR,-0.07
hole up,bracket +2/−4 20b,in-sample,>5B,3-5,bear,2204,3037,0.225,4.7,0.653,ATR,0.81
hole up,bracket +2/−4 20b,in-sample,>5B,5-8,all,3215,4430,-0.078,-2.0,0.608,ATR,-0.5
hole up,bracket +2/−4 20b,in-sample,>5B,5-8,bull,2254,3106,-0.143,-3.0,0.601,ATR,-0.91
hole up,bracket +2/−4 20b,in-sample,>5B,5-8,bear,961,1324,0.076,1.1,0.623,ATR,0.46
hole up,bracket +2/−4 20b,holdout,all,all,all,41414,153701,-0.082,-7.0,0.604,ATR,-0.22
hole up,bracket +2/−4 20b,holdout,all,all,bull,40008,148483,-0.08,-6.7,0.603,ATR,-0.23
hole up,bracket +2/−4 20b,holdout,all,all,bear,1406,5218,-0.123,-1.9,0.618,ATR,0.17
hole up,bracket +2/−4 20b,holdout,all,<3,all,22800,84619,-0.109,-6.7,0.6,ATR,-0.27
hole up,bracket +2/−4 20b,holdout,all,<3,bull,22417,83197,-0.094,-5.8,0.602,ATR,-0.24
hole up,bracket +2/−4 20b,holdout,all,<3,bear,383,1421,-0.961,-6.8,0.467,ATR,-2.25
hole up,bracket +2/−4 20b,holdout,all,3-5,all,13428,49836,-0.064,-3.2,0.6,ATR,-0.19
hole up,bracket +2/−4 20b,holdout,all,3-5,bull,12789,47464,-0.077,-3.7,0.597,ATR,-0.24
hole up,bracket +2/−4 20b,holdout,all,3-5,bear,639,2372,0.191,2.1,0.66,ATR,0.83
hole up,bracket +2/−4 20b,holdout,all,5-8,all,4193,15562,-0.01,-0.3,0.633,ATR,-0.08
hole up,bracket +2/−4 20b,holdout,all,5-8,bull,3877,14389,-0.02,-0.6,0.629,ATR,-0.15
hole up,bracket +2/−4 20b,holdout,all,5-8,bear,316,1173,0.12,1.0,0.68,ATR,0.74
hole up,bracket +2/−4 20b,holdout,500M-2B,all,all,4569,16957,-0.217,-6.2,0.571,ATR,-0.69
hole up,bracket +2/−4 20b,holdout,500M-2B,all,bull,4420,16404,-0.232,-6.5,0.568,ATR,-0.76
hole up,bracket +2/−4 20b,holdout,500M-2B,<3,all,1638,6079,-0.268,-4.5,0.556,ATR,-0.64
hole up,bracket +2/−4 20b,holdout,500M-2B,<3,bull,1622,6020,-0.281,-4.6,0.554,ATR,-0.67
hole up,bracket +2/−4 20b,holdout,500M-2B,3-5,all,1803,6692,-0.28,-5.0,0.555,ATR,-1.0
hole up,bracket +2/−4 20b,holdout,500M-2B,3-5,bull,1736,6443,-0.282,-4.9,0.553,ATR,-1.01
hole up,bracket +2/−4 20b,holdout,500M-2B,5-8,all,883,3277,-0.055,-0.7,0.622,ATR,-0.42
hole up,bracket +2/−4 20b,holdout,500M-2B,5-8,bull,835,3099,-0.082,-1.1,0.617,ATR,-0.59
hole up,bracket +2/−4 20b,holdout,2B-5B,all,all,11793,43768,-0.198,-9.0,0.58,ATR,-0.55
hole up,bracket +2/−4 20b,holdout,2B-5B,all,bull,11397,42298,-0.196,-8.7,0.58,ATR,-0.54
hole up,bracket +2/−4 20b,holdout,2B-5B,all,bear,396,1470,-0.256,-2.1,0.583,ATR,-0.74
hole up,bracket +2/−4 20b,holdout,2B-5B,<3,all,4950,18371,-0.315,-8.8,0.561,ATR,-0.79
hole up,bracket +2/−4 20b,holdout,2B-5B,<3,bull,4888,18141,-0.302,-8.4,0.563,ATR,-0.75
hole up,bracket +2/−4 20b,holdout,2B-5B,3-5,all,4808,17844,-0.143,-4.2,0.583,ATR,-0.46
hole up,bracket +2/−4 20b,holdout,2B-5B,3-5,bull,4619,17143,-0.149,-4.3,0.583,ATR,-0.47
hole up,bracket +2/−4 20b,holdout,2B-5B,3-5,bear,189,701,-0.015,-0.1,0.603,ATR,-0.04
hole up,bracket +2/−4 20b,holdout,2B-5B,5-8,all,1583,5875,-0.1,-1.8,0.613,ATR,-0.64
hole up,bracket +2/−4 20b,holdout,2B-5B,5-8,bull,1468,5448,-0.095,-1.6,0.614,ATR,-0.61
hole up,bracket +2/−4 20b,holdout,>5B,all,all,24956,92620,-0.004,-0.3,0.62,ATR,0.02
hole up,bracket +2/−4 20b,holdout,>5B,all,bull,24099,89440,0.001,0.0,0.62,ATR,0.01
hole up,bracket +2/−4 20b,holdout,>5B,all,bear,857,3181,-0.13,-1.5,0.624,ATR,0.35
hole up,bracket +2/−4 20b,holdout,>5B,<3,all,16128,59856,-0.033,-1.7,0.616,ATR,-0.08
hole up,bracket +2/−4 20b,holdout,>5B,<3,bull,15825,58732,-0.014,-0.7,0.619,ATR,-0.04
hole up,bracket +2/−4 20b,holdout,>5B,<3,bear,303,1125,-1.002,-6.3,0.459,ATR,-2.22
hole up,bracket +2/−4 20b,holdout,>5B,3-5,all,6815,25293,0.048,1.7,0.625,ATR,0.21
hole up,bracket +2/−4 20b,holdout,>5B,3-5,bull,6434,23879,0.029,1.0,0.62,ATR,0.13
hole up,bracket +2/−4 20b,holdout,>5B,3-5,bear,381,1414,0.36,3.1,0.698,ATR,1.51
hole up,bracket +2/−4 20b,holdout,>5B,5-8,all,1727,6409,0.096,1.8,0.656,ATR,0.6
hole up,bracket +2/−4 20b,holdout,>5B,5-8,bull,1574,5842,0.083,1.5,0.649,ATR,0.52
hole up,bracket +2/−4 20b,holdout,>5B,5-8,bear,153,568,0.234,1.3,0.732,ATR,1.46
hole up,bracket +3/−4 20b,in-sample,all,all,all,84970,117072,-0.021,-2.3,0.569,ATR,-0.06
hole up,bracket +3/−4 20b,in-sample,all,all,bull,74827,103097,-0.069,-7.1,0.568,ATR,-0.22
hole up,bracket +3/−4 20b,in-sample,all,all,bear,10143,13975,0.334,13.1,0.581,ATR,1.1
hole up,bracket +3/−4 20b,in-sample,all,<3,all,50784,69970,-0.015,-1.2,0.568,ATR,0.01
hole up,bracket +3/−4 20b,in-sample,all,<3,bull,47065,64846,-0.062,-5.0,0.566,ATR,-0.1
hole up,bracket +3/−4 20b,in-sample,all,<3,bear,3719,5124,0.588,13.4,0.582,ATR,1.39
hole up,bracket +3/−4 20b,in-sample,all,3-5,all,24518,33781,-0.018,-1.1,0.583,ATR,-0.07
hole up,bracket +3/−4 20b,in-sample,all,3-5,bull,20789,28643,-0.065,-3.7,0.582,ATR,-0.24
hole up,bracket +3/−4 20b,in-sample,all,3-5,bear,3729,5138,0.243,5.7,0.589,ATR,0.88
hole up,bracket +3/−4 20b,in-sample,all,5-8,all,7812,10763,-0.057,-2.0,0.549,ATR,-0.31
hole up,bracket +3/−4 20b,in-sample,all,5-8,bull,5761,7938,-0.099,-2.9,0.547,ATR,-0.57
hole up,bracket +3/−4 20b,in-sample,all,5-8,bear,2051,2826,0.061,1.2,0.556,ATR,0.44
hole up,bracket +3/−4 20b,in-sample,500M-2B,all,all,8121,11189,-0.161,-5.5,0.54,ATR,-0.56
hole up,bracket +3/−4 20b,in-sample,500M-2B,all,bull,7021,9674,-0.186,-5.9,0.543,ATR,-0.64
hole up,bracket +3/−4 20b,in-sample,500M-2B,all,bear,1100,1516,-0.001,-0.0,0.522,ATR,-0.04
hole up,bracket +3/−4 20b,in-sample,500M-2B,<3,all,3305,4554,-0.192,-4.0,0.533,ATR,-0.38
hole up,bracket +3/−4 20b,in-sample,500M-2B,<3,bull,3035,4182,-0.222,-4.5,0.534,ATR,-0.45
hole up,bracket +3/−4 20b,in-sample,500M-2B,<3,bear,270,372,0.149,0.9,0.519,ATR,0.4
hole up,bracket +3/−4 20b,in-sample,500M-2B,3-5,all,3054,4208,-0.149,-3.2,0.555,ATR,-0.55
hole up,bracket +3/−4 20b,in-sample,500M-2B,3-5,bull,2658,3662,-0.165,-3.3,0.557,ATR,-0.6
hole up,bracket +3/−4 20b,in-sample,500M-2B,3-5,bear,396,546,-0.044,-0.3,0.543,ATR,-0.2
hole up,bracket +3/−4 20b,in-sample,500M-2B,5-8,all,1396,1923,-0.073,-1.1,0.539,ATR,-0.41
hole up,bracket +3/−4 20b,in-sample,500M-2B,5-8,bull,1080,1488,-0.087,-1.1,0.545,ATR,-0.5
hole up,bracket +3/−4 20b,in-sample,500M-2B,5-8,bear,316,435,-0.024,-0.2,0.516,ATR,-0.1
hole up,bracket +3/−4 20b,in-sample,2B-5B,all,all,22374,30827,-0.087,-4.9,0.555,ATR,-0.25
hole up,bracket +3/−4 20b,in-sample,2B-5B,all,bull,19441,26786,-0.14,-7.4,0.553,ATR,-0.42
hole up,bracket +3/−4 20b,in-sample,2B-5B,all,bear,2933,4041,0.268,5.7,0.566,ATR,0.91
hole up,bracket +3/−4 20b,in-sample,2B-5B,<3,all,9961,13724,-0.12,-4.4,0.546,ATR,-0.23
hole up,bracket +3/−4 20b,in-sample,2B-5B,<3,bull,9168,12632,-0.18,-6.4,0.544,ATR,-0.34
hole up,bracket +3/−4 20b,in-sample,2B-5B,<3,bear,793,1093,0.574,6.0,0.567,ATR,1.14
hole up,bracket +3/−4 20b,in-sample,2B-5B,3-5,all,8452,11645,-0.064,-2.3,0.573,ATR,-0.24
hole up,bracket +3/−4 20b,in-sample,2B-5B,3-5,bull,7328,10097,-0.104,-3.5,0.573,ATR,-0.39
hole up,bracket +3/−4 20b,in-sample,2B-5B,3-5,bear,1124,1549,0.202,2.6,0.572,ATR,0.74
hole up,bracket +3/−4 20b,in-sample,2B-5B,5-8,all,3190,4395,-0.038,-0.8,0.551,ATR,-0.14
hole up,bracket +3/−4 20b,in-sample,2B-5B,5-8,bull,2417,3330,-0.078,-1.5,0.55,ATR,-0.4
hole up,bracket +3/−4 20b,in-sample,2B-5B,5-8,bear,773,1065,0.089,1.0,0.552,ATR,0.68
hole up,bracket +3/−4 20b,in-sample,>5B,all,all,54249,74744,0.025,2.2,0.579,ATR,0.09
hole up,bracket +3/−4 20b,in-sample,>5B,all,bull,48163,66359,-0.026,-2.1,0.577,ATR,-0.08
hole up,bracket +3/−4 20b,in-sample,>5B,all,bear,6086,8385,0.428,13.0,0.599,ATR,1.41
hole up,bracket +3/−4 20b,in-sample,>5B,<3,all,37322,51422,0.026,1.9,0.576,ATR,0.1
hole up,bracket +3/−4 20b,in-sample,>5B,<3,bull,34684,47788,-0.02,-1.4,0.575,ATR,-0.01
hole up,bracket +3/−4 20b,in-sample,>5B,<3,bear,2638,3635,0.64,12.4,0.594,ATR,1.58
hole up,bracket +3/−4 20b,in-sample,>5B,3-5,all,13004,17917,0.043,1.9,0.596,ATR,0.15
hole up,bracket +3/−4 20b,in-sample,>5B,3-5,bull,10800,14880,-0.013,-0.5,0.594,ATR,-0.05
hole up,bracket +3/−4 20b,in-sample,>5B,3-5,bear,2204,3037,0.319,5.8,0.606,ATR,1.15
hole up,bracket +3/−4 20b,in-sample,>5B,5-8,all,3215,4430,-0.065,-1.5,0.553,ATR,-0.41
hole up,bracket +3/−4 20b,in-sample,>5B,5-8,bull,2254,3106,-0.121,-2.2,0.545,ATR,-0.76
hole up,bracket +3/−4 20b,in-sample,>5B,5-8,bear,961,1324,0.066,0.9,0.572,ATR,0.43
hole up,bracket +3/−4 20b,holdout,all,all,all,41414,153701,-0.118,-8.9,0.534,ATR,-0.29
hole up,bracket +3/−4 20b,holdout,all,all,bull,40008,148483,-0.114,-8.4,0.534,ATR,-0.3
hole up,bracket +3/−4 20b,holdout,all,all,bear,1406,5218,-0.237,-3.2,0.546,ATR,-0.05
hole up,bracket +3/−4 20b,holdout,all,<3,all,22800,84619,-0.173,-9.4,0.525,ATR,-0.43
hole up,bracket +3/−4 20b,holdout,all,<3,bull,22417,83197,-0.153,-8.3,0.528,ATR,-0.38
hole up,bracket +3/−4 20b,holdout,all,<3,bear,383,1421,-1.348,-9.0,0.345,ATR,-3.21
hole up,bracket +3/−4 20b,holdout,all,3-5,all,13428,49836,-0.076,-3.3,0.536,ATR,-0.21
hole up,bracket +3/−4 20b,holdout,all,3-5,bull,12789,47464,-0.087,-3.7,0.533,ATR,-0.25
hole up,bracket +3/−4 20b,holdout,all,3-5,bear,639,2372,0.14,1.3,0.598,ATR,0.67
hole up,bracket +3/−4 20b,holdout,all,5-8,all,4193,15562,0.006,0.1,0.576,ATR,0.01
hole up,bracket +3/−4 20b,holdout,all,5-8,bull,3877,14389,-0.008,-0.2,0.57,ATR,-0.08
