entry,exit,period,cap,atr,regime,n,trades_per_year,excess,z,win,unit,per_trade_pct
ENERGY,bracket +3/−4 20b,in-sample,all,<3,bull,427,588,0.314,2.6,0.616,ATR,0.74
ENERGY,bracket +3/−4 20b,in-sample,all,<3,bear,168,231,0.55,2.5,0.565,ATR,1.56
ENERGY,bracket +3/−4 20b,in-sample,all,3-5,all,406,559,0.384,3.3,0.606,ATR,1.39
ENERGY,bracket +3/−4 20b,in-sample,all,3-5,bull,300,413,0.372,2.8,0.623,ATR,1.34
ENERGY,bracket +3/−4 20b,in-sample,all,5-8,all,179,247,0.099,0.6,0.615,ATR,0.49
ENERGY,bracket +3/−4 20b,in-sample,2B-5B,all,all,328,452,0.477,3.7,0.622,ATR,1.93
ENERGY,bracket +3/−4 20b,in-sample,2B-5B,all,bull,235,324,0.479,3.4,0.638,ATR,1.98
ENERGY,bracket +3/−4 20b,in-sample,>5B,all,all,796,1097,0.334,3.7,0.601,ATR,1.13
ENERGY,bracket +3/−4 20b,in-sample,>5B,all,bull,555,765,0.276,2.7,0.611,ATR,0.83
ENERGY,bracket +3/−4 20b,in-sample,>5B,all,bear,241,332,0.467,2.6,0.577,ATR,1.82
ENERGY,bracket +3/−4 20b,in-sample,>5B,<3,all,448,617,0.361,2.9,0.603,ATR,0.87
ENERGY,bracket +3/−4 20b,in-sample,>5B,<3,bull,320,441,0.252,1.7,0.613,ATR,0.58
ENERGY,bracket +3/−4 20b,in-sample,>5B,3-5,all,232,320,0.356,2.3,0.608,ATR,1.23
ENERGY,bracket +3/−4 20b,in-sample,>5B,3-5,bull,164,226,0.361,2.0,0.622,ATR,1.28
ENERGY,bracket +3/−4 20b,holdout,all,all,all,552,2049,0.14,1.4,0.594,ATR,0.68
ENERGY,bracket +3/−4 20b,holdout,all,all,bull,510,1893,0.092,0.9,0.58,ATR,0.22
ENERGY,bracket +3/−4 20b,holdout,all,<3,all,204,757,0.122,0.7,0.578,ATR,0.4
ENERGY,bracket +3/−4 20b,holdout,all,<3,bull,196,727,0.156,0.9,0.582,ATR,0.41
ENERGY,bracket +3/−4 20b,holdout,all,3-5,all,209,776,0.158,0.9,0.579,ATR,0.53
ENERGY,bracket +3/−4 20b,holdout,all,3-5,bull,196,727,0.126,0.7,0.571,ATR,0.37
ENERGY,bracket +3/−4 20b,holdout,>5B,all,all,315,1169,0.14,1.0,0.594,ATR,0.94
ENERGY,bracket +3/−4 20b,holdout,>5B,all,bull,298,1106,0.115,0.8,0.587,ATR,0.72
ENERGY,scalp +0.5/−3 10b,in-sample,all,all,all,1265,1743,0.111,4.0,0.855,ATR,0.38
ENERGY,scalp +0.5/−3 10b,in-sample,all,all,bull,891,1228,0.049,1.4,0.841,ATR,0.25
ENERGY,scalp +0.5/−3 10b,in-sample,all,all,bear,374,515,0.261,5.4,0.888,ATR,0.7
ENERGY,scalp +0.5/−3 10b,in-sample,all,<3,all,595,820,0.105,2.4,0.861,ATR,0.29
ENERGY,scalp +0.5/−3 10b,in-sample,all,<3,bull,427,588,-0.025,-0.4,0.827,ATR,0.03
ENERGY,scalp +0.5/−3 10b,in-sample,all,<3,bear,168,231,0.436,7.0,0.946,ATR,0.96
ENERGY,scalp +0.5/−3 10b,in-sample,all,3-5,all,406,559,0.158,3.6,0.879,ATR,0.55
ENERGY,scalp +0.5/−3 10b,in-sample,all,3-5,bull,300,413,0.123,2.5,0.87,ATR,0.44
ENERGY,scalp +0.5/−3 10b,in-sample,all,5-8,all,179,247,0.022,0.3,0.799,ATR,0.06
ENERGY,scalp +0.5/−3 10b,in-sample,2B-5B,all,all,328,452,0.202,4.4,0.878,ATR,0.73
ENERGY,scalp +0.5/−3 10b,in-sample,2B-5B,all,bull,235,324,0.156,2.9,0.864,ATR,0.56
ENERGY,scalp +0.5/−3 10b,in-sample,>5B,all,all,796,1097,0.097,2.6,0.854,ATR,0.38
ENERGY,scalp +0.5/−3 10b,in-sample,>5B,all,bull,555,765,0.015,0.3,0.834,ATR,0.19
ENERGY,scalp +0.5/−3 10b,in-sample,>5B,all,bear,241,332,0.287,4.8,0.9,ATR,0.84
ENERGY,scalp +0.5/−3 10b,in-sample,>5B,<3,all,448,617,0.07,1.3,0.848,ATR,0.21
ENERGY,scalp +0.5/−3 10b,in-sample,>5B,<3,bull,320,441,-0.071,-1.1,0.809,ATR,-0.06
ENERGY,scalp +0.5/−3 10b,in-sample,>5B,3-5,all,232,320,0.178,3.2,0.884,ATR,0.58
ENERGY,scalp +0.5/−3 10b,in-sample,>5B,3-5,bull,164,226,0.138,2.1,0.872,ATR,0.45
ENERGY,scalp +0.5/−3 10b,holdout,all,all,all,552,2049,-0.021,-0.4,0.81,ATR,0.03
ENERGY,scalp +0.5/−3 10b,holdout,all,all,bull,510,1893,-0.038,-0.8,0.802,ATR,-0.09
ENERGY,scalp +0.5/−3 10b,holdout,all,<3,all,204,757,-0.101,-1.2,0.794,ATR,-0.2
ENERGY,scalp +0.5/−3 10b,holdout,all,<3,bull,196,727,-0.105,-1.2,0.791,ATR,-0.22
ENERGY,scalp +0.5/−3 10b,holdout,all,3-5,all,209,776,-0.009,-0.1,0.813,ATR,-0.0
ENERGY,scalp +0.5/−3 10b,holdout,all,3-5,bull,196,727,-0.024,-0.3,0.806,ATR,-0.08
ENERGY,scalp +0.5/−3 10b,holdout,>5B,all,all,315,1169,-0.047,-0.7,0.8,ATR,-0.0
ENERGY,scalp +0.5/−3 10b,holdout,>5B,all,bull,298,1106,-0.053,-0.8,0.795,ATR,-0.06
ENERGY,close 10 bars,in-sample,all,all,all,1265,1743,0.858,3.1,0.589,%,0.86
ENERGY,close 10 bars,in-sample,all,all,bull,891,1228,0.857,2.7,0.59,%,0.86
ENERGY,close 10 bars,in-sample,all,all,bear,374,515,0.86,1.6,0.586,%,0.86
ENERGY,close 10 bars,in-sample,all,<3,all,595,820,0.908,4.5,0.598,%,0.91
ENERGY,close 10 bars,in-sample,all,<3,bull,427,588,0.565,2.5,0.595,%,0.57
ENERGY,close 10 bars,in-sample,all,<3,bear,168,231,1.781,4.4,0.607,%,1.78
ENERGY,close 10 bars,in-sample,all,3-5,all,406,559,1.13,2.6,0.601,%,1.13
ENERGY,close 10 bars,in-sample,all,3-5,bull,300,413,1.046,2.1,0.597,%,1.05
ENERGY,close 10 bars,in-sample,all,5-8,all,179,247,0.35,0.4,0.536,%,0.35
ENERGY,close 10 bars,in-sample,2B-5B,all,all,328,452,0.82,1.3,0.588,%,0.82
ENERGY,close 10 bars,in-sample,2B-5B,all,bull,235,324,1.026,1.5,0.596,%,1.03
ENERGY,close 10 bars,in-sample,>5B,all,all,796,1097,0.852,2.9,0.593,%,0.85
ENERGY,close 10 bars,in-sample,>5B,all,bull,555,765,0.608,1.8,0.584,%,0.61
ENERGY,close 10 bars,in-sample,>5B,all,bear,241,332,1.415,2.3,0.614,%,1.42
ENERGY,close 10 bars,in-sample,>5B,<3,all,448,617,0.805,3.4,0.596,%,0.81
ENERGY,close 10 bars,in-sample,>5B,<3,bull,320,441,0.346,1.3,0.578,%,0.35
ENERGY,close 10 bars,in-sample,>5B,3-5,all,232,320,1.184,2.2,0.608,%,1.18
ENERGY,close 10 bars,in-sample,>5B,3-5,bull,164,226,1.157,1.9,0.604,%,1.16
ENERGY,close 10 bars,holdout,all,all,all,552,2049,0.807,1.7,0.585,%,0.81
ENERGY,close 10 bars,holdout,all,all,bull,510,1893,0.469,0.9,0.573,%,0.47
ENERGY,close 10 bars,holdout,all,<3,all,204,757,0.688,1.9,0.583,%,0.69
ENERGY,close 10 bars,holdout,all,<3,bull,196,727,0.72,1.9,0.592,%,0.72
ENERGY,close 10 bars,holdout,all,3-5,all,209,776,0.845,1.5,0.565,%,0.85
ENERGY,close 10 bars,holdout,all,3-5,bull,196,727,0.634,1.1,0.556,%,0.63
ENERGY,close 10 bars,holdout,>5B,all,all,315,1169,0.623,1.3,0.575,%,0.62
ENERGY,close 10 bars,holdout,>5B,all,bull,298,1106,0.523,1.1,0.567,%,0.52
ENERGY,hole down,in-sample,all,all,all,1265,1743,-0.567,-1.3,0.429,%,-0.57
ENERGY,hole down,in-sample,all,all,bull,891,1228,-0.951,-1.7,0.424,%,-0.95
ENERGY,hole down,in-sample,all,all,bear,374,515,0.348,0.7,0.441,%,0.35
ENERGY,hole down,in-sample,all,<3,all,595,820,-0.047,-0.2,0.38,%,-0.05
ENERGY,hole down,in-sample,all,<3,bull,427,588,-0.385,-1.4,0.377,%,-0.38
ENERGY,hole down,in-sample,all,<3,bear,168,231,0.812,3.2,0.387,%,0.81
ENERGY,hole down,in-sample,all,3-5,all,406,559,-0.563,-1.1,0.495,%,-0.56
ENERGY,hole down,in-sample,all,3-5,bull,300,413,-1.18,-1.8,0.47,%,-1.18
ENERGY,hole down,in-sample,all,5-8,all,179,247,-1.474,-1.1,0.447,%,-1.47
ENERGY,hole down,in-sample,2B-5B,all,all,328,452,0.433,0.3,0.457,%,0.43
ENERGY,hole down,in-sample,2B-5B,all,bull,235,324,-0.069,-0.0,0.451,%,-0.07
ENERGY,hole down,in-sample,>5B,all,all,796,1097,-0.849,-2.4,0.417,%,-0.85
ENERGY,hole down,in-sample,>5B,all,bull,555,765,-1.214,-2.7,0.404,%,-1.21
ENERGY,hole down,in-sample,>5B,all,bear,241,332,-0.008,-0.0,0.448,%,-0.01
ENERGY,hole down,in-sample,>5B,<3,all,448,617,-0.103,-0.5,0.377,%,-0.1
ENERGY,hole down,in-sample,>5B,<3,bull,320,441,-0.496,-1.8,0.359,%,-0.5
ENERGY,hole down,in-sample,>5B,3-5,all,232,320,-0.871,-1.5,0.496,%,-0.87
ENERGY,hole down,in-sample,>5B,3-5,bull,164,226,-1.592,-2.1,0.463,%,-1.59
ENERGY,hole down,holdout,all,all,all,552,2049,-3.053,-6.9,0.473,%,-3.05
ENERGY,hole down,holdout,all,all,bull,510,1893,-2.924,-6.4,0.455,%,-2.92
ENERGY,hole down,holdout,all,<3,all,204,757,-0.246,-0.7,0.436,%,-0.25
ENERGY,hole down,holdout,all,<3,bull,196,727,-0.262,-0.8,0.444,%,-0.26
ENERGY,hole down,holdout,all,3-5,all,209,776,-1.292,-3.1,0.464,%,-1.29
ENERGY,hole down,holdout,all,3-5,bull,196,727,-1.314,-3.1,0.449,%,-1.31
ENERGY,hole down,holdout,>5B,all,all,315,1169,-2.594,-4.8,0.463,%,-2.59
ENERGY,hole down,holdout,>5B,all,bull,298,1106,-2.485,-4.5,0.446,%,-2.49
any family,bracket +2/−4 20b,in-sample,all,all,all,7668,10565,0.378,15.7,0.688,ATR,1.31
any family,bracket +2/−4 20b,in-sample,all,all,bull,5286,7283,0.326,11.8,0.693,ATR,1.08
any family,bracket +2/−4 20b,in-sample,all,all,bear,2382,3282,0.494,10.4,0.676,ATR,1.8
any family,bracket +2/−4 20b,in-sample,all,<3,all,3526,4858,0.386,10.3,0.693,ATR,0.96
any family,bracket +2/−4 20b,in-sample,all,<3,bull,2635,3631,0.338,8.1,0.7,ATR,0.81
any family,bracket +2/−4 20b,in-sample,all,<3,bear,891,1228,0.528,6.4,0.671,ATR,1.39
any family,bracket +2/−4 20b,in-sample,all,3-5,all,2622,3613,0.451,11.3,0.708,ATR,1.68
any family,bracket +2/−4 20b,in-sample,all,3-5,bull,1734,2389,0.343,7.3,0.703,ATR,1.31
any family,bracket +2/−4 20b,in-sample,all,3-5,bear,888,1223,0.661,9.0,0.717,ATR,2.39
any family,bracket +2/−4 20b,in-sample,all,5-8,all,1065,1467,0.294,4.9,0.669,ATR,1.72
any family,bracket +2/−4 20b,in-sample,all,5-8,bull,663,913,0.37,5.6,0.694,ATR,2.22
any family,bracket +2/−4 20b,in-sample,all,5-8,bear,402,554,0.168,1.4,0.627,ATR,0.9
any family,bracket +2/−4 20b,in-sample,500M-2B,all,all,838,1155,0.208,2.8,0.655,ATR,0.71
any family,bracket +2/−4 20b,in-sample,500M-2B,all,bull,567,781,0.225,2.7,0.677,ATR,0.96
any family,bracket +2/−4 20b,in-sample,500M-2B,all,bear,271,373,0.171,1.2,0.609,ATR,0.19
any family,bracket +2/−4 20b,in-sample,500M-2B,<3,all,241,332,0.153,1.0,0.643,ATR,0.38
any family,bracket +2/−4 20b,in-sample,500M-2B,<3,bull,166,229,0.149,0.9,0.663,ATR,0.32
any family,bracket +2/−4 20b,in-sample,500M-2B,3-5,all,324,446,0.286,2.4,0.694,ATR,1.04
any family,bracket +2/−4 20b,in-sample,500M-2B,3-5,bull,230,317,0.257,2.0,0.7,ATR,1.01
any family,bracket +2/−4 20b,in-sample,500M-2B,5-8,all,176,242,0.233,1.6,0.642,ATR,1.52
any family,bracket +2/−4 20b,in-sample,2B-5B,all,all,2066,2847,0.26,5.6,0.659,ATR,0.98
any family,bracket +2/−4 20b,in-sample,2B-5B,all,bull,1428,1968,0.22,4.1,0.663,ATR,0.77
any family,bracket +2/−4 20b,in-sample,2B-5B,all,bear,638,879,0.352,3.8,0.65,ATR,1.46
any family,bracket +2/−4 20b,in-sample,2B-5B,<3,all,680,937,0.21,2.4,0.654,ATR,0.56
any family,bracket +2/−4 20b,in-sample,2B-5B,<3,bull,509,701,0.211,2.1,0.666,ATR,0.53
any family,bracket +2/−4 20b,in-sample,2B-5B,<3,bear,171,236,0.206,1.0,0.62,ATR,0.65
any family,bracket +2/−4 20b,in-sample,2B-5B,3-5,all,825,1137,0.332,4.5,0.68,ATR,1.25
any family,bracket +2/−4 20b,in-sample,2B-5B,3-5,bull,564,777,0.206,2.4,0.67,ATR,0.8
any family,bracket +2/−4 20b,in-sample,2B-5B,3-5,bear,261,360,0.606,4.5,0.701,ATR,2.23
any family,bracket +2/−4 20b,in-sample,2B-5B,5-8,all,386,532,0.326,3.4,0.668,ATR,1.92
any family,bracket +2/−4 20b,in-sample,2B-5B,5-8,bull,248,342,0.47,4.6,0.71,ATR,2.78
any family,bracket +2/−4 20b,in-sample,>5B,all,all,4742,6534,0.458,15.1,0.706,ATR,1.56
any family,bracket +2/−4 20b,in-sample,>5B,all,bull,3278,4516,0.388,11.1,0.709,ATR,1.24
any family,bracket +2/−4 20b,in-sample,>5B,all,bear,1464,2017,0.616,10.3,0.7,ATR,2.27
any family,bracket +2/−4 20b,in-sample,>5B,<3,all,2588,3566,0.447,10.4,0.706,ATR,1.1
any family,bracket +2/−4 20b,in-sample,>5B,<3,bull,1950,2687,0.381,8.0,0.711,ATR,0.92
any family,bracket +2/−4 20b,in-sample,>5B,<3,bear,638,879,0.65,6.8,0.691,ATR,1.66
any family,bracket +2/−4 20b,in-sample,>5B,3-5,all,1472,2028,0.554,10.7,0.727,ATR,2.05
any family,bracket +2/−4 20b,in-sample,>5B,3-5,bull,940,1295,0.447,7.3,0.723,ATR,1.69
any family,bracket +2/−4 20b,in-sample,>5B,3-5,bear,532,733,0.744,8.0,0.733,ATR,2.7
any family,bracket +2/−4 20b,in-sample,>5B,5-8,all,500,689,0.297,3.3,0.682,ATR,1.68
any family,bracket +2/−4 20b,in-sample,>5B,5-8,bull,296,408,0.337,3.3,0.696,ATR,2.01
any family,bracket +2/−4 20b,in-sample,>5B,5-8,bear,204,281,0.238,1.4,0.662,ATR,1.21
any family,bracket +2/−4 20b,holdout,all,all,all,3172,11772,0.225,6.0,0.647,ATR,0.68
any family,bracket +2/−4 20b,holdout,all,all,bull,2889,10722,0.274,7.2,0.652,ATR,0.77
any family,bracket +2/−4 20b,holdout,all,all,bear,283,1050,-0.279,-1.8,0.59,ATR,-0.21
any family,bracket +2/−4 20b,holdout,all,<3,all,1384,5136,0.328,5.6,0.673,ATR,0.77
any family,bracket +2/−4 20b,holdout,all,<3,bull,1304,4840,0.414,7.1,0.686,ATR,0.97
any family,bracket +2/−4 20b,holdout,all,3-5,all,1081,4012,0.21,3.2,0.643,ATR,0.74
any family,bracket +2/−4 20b,holdout,all,3-5,bull,950,3526,0.266,4.0,0.651,ATR,0.93
any family,bracket +2/−4 20b,holdout,all,5-8,all,485,1800,-0.017,-0.2,0.6,ATR,-0.2
any family,bracket +2/−4 20b,holdout,all,5-8,bull,437,1622,-0.07,-0.8,0.586,ATR,-0.53
any family,bracket +2/−4 20b,holdout,500M-2B,all,all,402,1492,0.063,0.6,0.617,ATR,0.14
any family,bracket +2/−4 20b,holdout,500M-2B,all,bull,365,1355,0.086,0.8,0.614,ATR,0.1
any family,bracket +2/−4 20b,holdout,2B-5B,all,all,880,3266,0.13,1.8,0.627,ATR,0.43
any family,bracket +2/−4 20b,holdout,2B-5B,all,bull,790,2932,0.192,2.6,0.633,ATR,0.53
any family,bracket +2/−4 20b,holdout,2B-5B,<3,all,286,1061,0.239,1.8,0.654,ATR,0.64
any family,bracket +2/−4 20b,holdout,2B-5B,<3,bull,264,980,0.371,2.9,0.67,ATR,0.98
any family,bracket +2/−4 20b,holdout,2B-5B,3-5,all,333,1236,0.141,1.1,0.637,ATR,0.55
any family,bracket +2/−4 20b,holdout,2B-5B,3-5,bull,290,1076,0.245,2.0,0.652,ATR,0.91
any family,bracket +2/−4 20b,holdout,2B-5B,5-8,all,181,672,-0.172,-1.2,0.547,ATR,-1.26
any family,bracket +2/−4 20b,holdout,2B-5B,5-8,bull,168,624,-0.247,-1.7,0.53,ATR,-1.7
any family,bracket +2/−4 20b,holdout,>5B,all,all,1882,6985,0.304,6.3,0.663,ATR,0.94
any family,bracket +2/−4 20b,holdout,>5B,all,bull,1726,6406,0.352,7.2,0.67,ATR,1.05
any family,bracket +2/−4 20b,holdout,>5B,all,bear,156,579,-0.23,-1.1,0.583,ATR,-0.27
any family,bracket +2/−4 20b,holdout,>5B,<3,all,987,3663,0.361,5.2,0.683,ATR,0.85
any family,bracket +2/−4 20b,holdout,>5B,<3,bull,938,3481,0.427,6.2,0.693,ATR,1.0
any family,bracket +2/−4 20b,holdout,>5B,3-5,all,609,2260,0.288,3.5,0.649,ATR,0.98
any family,bracket +2/−4 20b,holdout,>5B,3-5,bull,534,1982,0.334,3.9,0.655,ATR,1.15
any family,bracket +2/−4 20b,holdout,>5B,5-8,all,203,753,0.164,1.2,0.645,ATR,0.96
any family,bracket +2/−4 20b,holdout,>5B,5-8,bull,180,668,0.136,1.0,0.639,ATR,0.74
any family,bracket +3/−4 20b,in-sample,all,all,all,7668,10565,0.441,15.7,0.632,ATR,1.5
any family,bracket +3/−4 20b,in-sample,all,all,bull,5286,7283,0.4,12.4,0.649,ATR,1.28
any family,bracket +3/−4 20b,in-sample,all,all,bear,2382,3282,0.531,9.6,0.594,ATR,1.98
any family,bracket +3/−4 20b,in-sample,all,<3,all,3526,4858,0.488,11.2,0.635,ATR,1.21
any family,bracket +3/−4 20b,in-sample,all,<3,bull,2635,3631,0.449,9.3,0.65,ATR,1.07
any family,bracket +3/−4 20b,in-sample,all,<3,bear,891,1228,0.605,6.3,0.593,ATR,1.63
any family,bracket +3/−4 20b,in-sample,all,3-5,all,2622,3613,0.484,10.2,0.646,ATR,1.79
any family,bracket +3/−4 20b,in-sample,all,3-5,bull,1734,2389,0.394,7.1,0.66,ATR,1.49
any family,bracket +3/−4 20b,in-sample,all,3-5,bear,888,1223,0.661,7.5,0.619,ATR,2.39
any family,bracket +3/−4 20b,in-sample,all,5-8,all,1065,1467,0.306,4.4,0.623,ATR,1.78
any family,bracket +3/−4 20b,in-sample,all,5-8,bull,663,913,0.365,4.7,0.659,ATR,2.15
any family,bracket +3/−4 20b,in-sample,all,5-8,bear,402,554,0.21,1.6,0.562,ATR,1.18
any family,bracket +3/−4 20b,in-sample,500M-2B,all,all,838,1155,0.224,2.7,0.601,ATR,0.84
any family,bracket +3/−4 20b,in-sample,500M-2B,all,bull,567,781,0.263,2.7,0.633,ATR,1.15
any family,bracket +3/−4 20b,in-sample,500M-2B,all,bear,271,373,0.144,0.9,0.535,ATR,0.2
any family,bracket +3/−4 20b,in-sample,500M-2B,<3,all,241,332,0.138,0.8,0.573,ATR,0.37
any family,bracket +3/−4 20b,in-sample,500M-2B,<3,bull,166,229,0.233,1.2,0.608,ATR,0.46
any family,bracket +3/−4 20b,in-sample,500M-2B,3-5,all,324,446,0.374,2.8,0.651,ATR,1.38
any family,bracket +3/−4 20b,in-sample,500M-2B,3-5,bull,230,317,0.289,1.9,0.657,ATR,1.17
any family,bracket +3/−4 20b,in-sample,500M-2B,5-8,all,176,242,0.124,0.7,0.574,ATR,0.92
any family,bracket +3/−4 20b,in-sample,2B-5B,all,all,2066,2847,0.326,6.0,0.608,ATR,1.22
any family,bracket +3/−4 20b,in-sample,2B-5B,all,bull,1428,1968,0.281,4.5,0.621,ATR,0.98
any family,bracket +3/−4 20b,in-sample,2B-5B,all,bear,638,879,0.426,4.0,0.58,ATR,1.75
any family,bracket +3/−4 20b,in-sample,2B-5B,<3,all,680,937,0.333,3.2,0.609,ATR,0.9
any family,bracket +3/−4 20b,in-sample,2B-5B,<3,bull,509,701,0.317,2.8,0.623,ATR,0.8
any family,bracket +3/−4 20b,in-sample,2B-5B,<3,bear,171,236,0.382,1.7,0.567,ATR,1.21
any family,bracket +3/−4 20b,in-sample,2B-5B,3-5,all,825,1137,0.384,4.4,0.615,ATR,1.45
any family,bracket +3/−4 20b,in-sample,2B-5B,3-5,bull,564,777,0.237,2.3,0.613,ATR,0.91
any family,bracket +3/−4 20b,in-sample,2B-5B,3-5,bear,261,360,0.7,4.3,0.617,ATR,2.63
any family,bracket +3/−4 20b,in-sample,2B-5B,5-8,all,386,532,0.316,2.8,0.622,ATR,1.83
any family,bracket +3/−4 20b,in-sample,2B-5B,5-8,bull,248,342,0.502,4.2,0.685,ATR,2.93
any family,bracket +3/−4 20b,in-sample,>5B,all,all,4742,6534,0.528,14.8,0.648,ATR,1.75
any family,bracket +3/−4 20b,in-sample,>5B,all,bull,3278,4516,0.472,11.6,0.664,ATR,1.44
any family,bracket +3/−4 20b,in-sample,>5B,all,bear,1464,2017,0.654,9.2,0.613,ATR,2.44
any family,bracket +3/−4 20b,in-sample,>5B,<3,all,2588,3566,0.556,11.1,0.647,ATR,1.36
any family,bracket +3/−4 20b,in-sample,>5B,<3,bull,1950,2687,0.493,8.9,0.659,ATR,1.18
any family,bracket +3/−4 20b,in-sample,>5B,<3,bear,638,879,0.749,6.7,0.611,ATR,1.93
any family,bracket +3/−4 20b,in-sample,>5B,3-5,all,1472,2028,0.566,9.2,0.664,ATR,2.08
any family,bracket +3/−4 20b,in-sample,>5B,3-5,bull,940,1295,0.513,7.1,0.689,ATR,1.91
any family,bracket +3/−4 20b,in-sample,>5B,3-5,bear,532,733,0.658,5.8,0.618,ATR,2.37
any family,bracket +3/−4 20b,in-sample,>5B,5-8,all,500,689,0.371,3.5,0.644,ATR,2.1
any family,bracket +3/−4 20b,in-sample,>5B,5-8,bull,296,408,0.318,2.7,0.655,ATR,1.8
any family,bracket +3/−4 20b,in-sample,>5B,5-8,bear,204,281,0.448,2.3,0.627,ATR,2.53
any family,bracket +3/−4 20b,holdout,all,all,all,3172,11772,0.168,3.9,0.578,ATR,0.36
any family,bracket +3/−4 20b,holdout,all,all,bull,2889,10722,0.28,6.3,0.592,ATR,0.65
any family,bracket +3/−4 20b,holdout,all,all,bear,283,1050,-0.979,-5.8,0.431,ATR,-2.71
any family,bracket +3/−4 20b,holdout,all,<3,all,1384,5136,0.35,5.1,0.608,ATR,0.82
any family,bracket +3/−4 20b,holdout,all,<3,bull,1304,4840,0.467,6.8,0.623,ATR,1.1
any family,bracket +3/−4 20b,holdout,all,3-5,all,1081,4012,0.094,1.2,0.561,ATR,0.34
any family,bracket +3/−4 20b,holdout,all,3-5,bull,950,3526,0.279,3.6,0.588,ATR,0.97
any family,bracket +3/−4 20b,holdout,all,5-8,all,485,1800,-0.12,-1.2,0.544,ATR,-0.81
any family,bracket +3/−4 20b,holdout,all,5-8,bull,437,1622,-0.148,-1.4,0.533,ATR,-1.0
any family,bracket +3/−4 20b,holdout,500M-2B,all,all,402,1492,-0.132,-1.1,0.522,ATR,-0.65
any family,bracket +3/−4 20b,holdout,500M-2B,all,bull,365,1355,-0.062,-0.5,0.526,ATR,-0.55
any family,bracket +3/−4 20b,holdout,2B-5B,all,all,880,3266,0.057,0.7,0.562,ATR,-0.01
any family,bracket +3/−4 20b,holdout,2B-5B,all,bull,790,2932,0.173,2.1,0.575,ATR,0.25
any family,bracket +3/−4 20b,holdout,2B-5B,<3,all,286,1061,0.326,2.2,0.608,ATR,0.81
any family,bracket +3/−4 20b,holdout,2B-5B,<3,bull,264,980,0.481,3.2,0.625,ATR,1.21
any family,bracket +3/−4 20b,holdout,2B-5B,3-5,all,333,1236,-0.08,-0.6,0.544,ATR,-0.21
any family,bracket +3/−4 20b,holdout,2B-5B,3-5,bull,290,1076,0.143,1.0,0.572,ATR,0.57
any family,bracket +3/−4 20b,holdout,2B-5B,5-8,all,181,672,-0.224,-1.4,0.514,ATR,-1.59
any family,bracket +3/−4 20b,holdout,2B-5B,5-8,bull,168,624,-0.285,-1.7,0.5,ATR,-1.94
any family,bracket +3/−4 20b,holdout,>5B,all,all,1882,6985,0.282,5.0,0.597,ATR,0.75
any family,bracket +3/−4 20b,holdout,>5B,all,bull,1726,6406,0.4,7.0,0.614,ATR,1.11
any family,bracket +3/−4 20b,holdout,>5B,all,bear,156,579,-1.025,-4.5,0.404,ATR,-3.2
any family,bracket +3/−4 20b,holdout,>5B,<3,all,987,3663,0.392,4.8,0.617,ATR,0.94
any family,bracket +3/−4 20b,holdout,>5B,<3,bull,938,3481,0.492,6.1,0.631,ATR,1.18
any family,bracket +3/−4 20b,holdout,>5B,3-5,all,609,2260,0.251,2.5,0.581,ATR,0.86
any family,bracket +3/−4 20b,holdout,>5B,3-5,bull,534,1982,0.439,4.4,0.612,ATR,1.51
any family,bracket +3/−4 20b,holdout,>5B,5-8,all,203,753,0.017,0.1,0.571,ATR,0.06
any family,bracket +3/−4 20b,holdout,>5B,5-8,bull,180,668,0.011,0.1,0.567,ATR,-0.03
any family,scalp +0.5/−3 10b,in-sample,all,all,all,7668,10565,0.119,10.9,0.861,ATR,0.48
any family,scalp +0.5/−3 10b,in-sample,all,all,bull,5286,7283,0.074,5.7,0.851,ATR,0.3
any family,scalp +0.5/−3 10b,in-sample,all,all,bear,2382,3282,0.219,11.2,0.882,ATR,0.89
any family,scalp +0.5/−3 10b,in-sample,all,<3,all,3526,4858,0.093,5.3,0.859,ATR,0.24
any family,scalp +0.5/−3 10b,in-sample,all,<3,bull,2635,3631,0.058,2.9,0.855,ATR,0.16
any family,scalp +0.5/−3 10b,in-sample,all,<3,bear,891,1228,0.195,5.3,0.871,ATR,0.46
any family,scalp +0.5/−3 10b,in-sample,all,3-5,all,2622,3613,0.147,8.4,0.877,ATR,0.56
any family,scalp +0.5/−3 10b,in-sample,all,3-5,bull,1734,2389,0.082,3.7,0.858,ATR,0.32
any family,scalp +0.5/−3 10b,in-sample,all,3-5,bear,888,1223,0.274,10.0,0.914,ATR,1.03
any family,scalp +0.5/−3 10b,in-sample,all,5-8,all,1065,1467,0.135,4.9,0.84,ATR,0.82
any family,scalp +0.5/−3 10b,in-sample,all,5-8,bull,663,913,0.121,3.7,0.833,ATR,0.75
any family,scalp +0.5/−3 10b,in-sample,all,5-8,bear,402,554,0.158,3.3,0.853,ATR,0.94
any family,scalp +0.5/−3 10b,in-sample,500M-2B,all,all,838,1155,0.069,2.0,0.831,ATR,0.2
any family,scalp +0.5/−3 10b,in-sample,500M-2B,all,bull,567,781,0.037,0.9,0.827,ATR,0.08
any family,scalp +0.5/−3 10b,in-sample,500M-2B,all,bear,271,373,0.135,2.2,0.838,ATR,0.46
any family,scalp +0.5/−3 10b,in-sample,500M-2B,<3,all,241,332,0.08,1.1,0.842,ATR,0.14
